strategy,coverage,accepted_mae
RICA2 uncertainty,0.4552736982643525,6.027433182864158
RICA2 uncertainty,0.45660881174899864,6.057299369723041
RICA2 uncertainty,0.45794392523364486,6.057563903981239
RICA2 uncertainty,0.45927903871829107,6.130846098404552
RICA2 uncertainty,0.4606141522029373,6.151973035751478
RICA2 uncertainty,0.46194926568758343,6.1434170361901135
RICA2 uncertainty,0.46328437917222964,6.158505608979023
RICA2 uncertainty,0.46461949265687585,6.146956554012609
RICA2 uncertainty,0.465954606141522,6.154525234663598
RICA2 uncertainty,0.4672897196261682,6.137149774032193
RICA2 uncertainty,0.46862483311081443,6.128568261208231
RICA2 uncertainty,0.4699599465954606,6.120215465983758
RICA2 uncertainty,0.4712950600801068,6.113196449990863
RICA2 uncertainty,0.472630173564753,6.100245599027955
RICA2 uncertainty,0.4739652870493992,6.096021671169452
RICA2 uncertainty,0.4753004005340454,6.083905816938562
RICA2 uncertainty,0.4766355140186916,6.083128801503896
RICA2 uncertainty,0.4779706275033378,6.0937223061380195
RICA2 uncertainty,0.47930574098798395,6.07806337456289
RICA2 uncertainty,0.48064085447263016,6.070060232865522
RICA2 uncertainty,0.4819759679572764,6.053896264542216
RICA2 uncertainty,0.4833110814419226,6.0554193004103425
RICA2 uncertainty,0.48464619492656874,6.0431913235260195
RICA2 uncertainty,0.48598130841121495,6.0320881943169296
RICA2 uncertainty,0.48731642189586116,6.017964214686867
RICA2 uncertainty,0.4886515353805073,6.020252654766817
RICA2 uncertainty,0.48998664886515353,6.017817051883493
RICA2 uncertainty,0.49132176234979974,6.012222804727397
RICA2 uncertainty,0.49265687583444595,6.0245072983901915
RICA2 uncertainty,0.4939919893190921,6.01702486689731
RICA2 uncertainty,0.4953271028037383,6.001132317022934
RICA2 uncertainty,0.49666221628838453,5.994253528366285
RICA2 uncertainty,0.4979973297730307,5.988356364636055
RICA2 uncertainty,0.4993324432576769,5.980746085320047
RICA2 uncertainty,0.5006675567423231,5.967071521885991
RICA2 uncertainty,0.5020026702269693,5.962402463474291
RICA2 uncertainty,0.5033377837116155,5.948306496745514
RICA2 uncertainty,0.5046728971962616,5.932719349951617
RICA2 uncertainty,0.5060080106809078,5.918096496345461
